date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:14:41	2876/2876	U-----	200	untouched ('OK')	text/css	etag:W/%22b3c-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/stylesheets/styleSheet.css	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/stylesheets/styleSheet.css	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:42	5038/5038	U-----	200	untouched ('OK')	text/html	etag:W/%2213ae-nZAHUUrrDwf5Pns9fEFn3SnCEIY%22	http://safe-woodland-91444.herokuapp.com/profile/60f19e5f8230090015420c7a	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/60f19e5f8230090015420c7a.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:42	5024/5024	U-----	200	untouched ('OK')	text/html	etag:W/%2213a0-6n7Fwpbu1aNLH8jKjIR8jfj4vgg%22	http://safe-woodland-91444.herokuapp.com/profile/60f1530109172300152b4b0b	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/60f1530109172300152b4b0b.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:42	36666/36666	U-----	200	untouched ('OK')	text/html	etag:W/%228f3a-odCPSoHwgZUCGvdfTmYznrBVoMQ%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:43	48827/48827	U-----	200	untouched ('OK')	text/html	etag:W/%22bebb-Cjl5FnH/U3L0/SEJVVZ9xx4/OmY%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:43	5042/5042	U-----	200	untouched ('OK')	text/html	etag:W/%2213b2-nZyBccZCSJOGvuWFBs7VN0TuyLo%22	http://safe-woodland-91444.herokuapp.com/profile/60f1a0368230090015420cbb	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/60f1a0368230090015420cbb.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:43	14693/14693	U-----	200	untouched ('OK')	text/html	etag:W/%223965-to5ajSx87PK4lCuWk89WAMebaHU%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:44	14546/14546	U-----	200	untouched ('OK')	text/html	etag:W/%2238d2-b8OSJA+TOUMC3nYdjk7hP62Li+k%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:44	14471/14471	U-----	200	untouched ('OK')	text/html	etag:W/%223887-xbGbYyoyksNCWR6yHhv2exZF4d4%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a5288230090015420d3e	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a5288230090015420d3e.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:44	5037/5037	U-----	200	untouched ('OK')	text/html	etag:W/%2213ad-rAu0nUasiPs/CUMKVA110390c+8%22	http://safe-woodland-91444.herokuapp.com/profile/60f3d8f5059c840015c40e69	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/60f3d8f5059c840015c40e69.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:44	14411/14411	U-----	200	untouched ('OK')	text/html	etag:W/%22384b-wreZJQNaiUE/QNStIVNLGPQ9paA%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f3d93b059c840015c40e6f	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f3d93b059c840015c40e6f.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:45	7635/7635	U-----	200	untouched ('OK')	text/html	etag:W/%221dd3-isM19UHQIYLj9Mu+7dP12m8UbUc%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f3d93b059c840015c40e72	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f3d93b059c840015c40e72.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:45	5048/5048	U-----	200	untouched ('OK')	text/html	etag:W/%2213b8-jER0jBZqCRSNDJZBfYycgAbpZH0%22	http://safe-woodland-91444.herokuapp.com/profile/610183b7e968f40015965095	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/610183b7e968f40015965095.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:45	22851/22851	U-----	200	untouched ('OK')	text/html	etag:W/%225943-kcYS22KPdCQjlCPZZfzjurkO1vA%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/6101849fe968f400159650a6	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/6101849fe968f400159650a6.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:45	5053/5053	U-----	200	untouched ('OK')	text/html	etag:W/%2213bd-5QdaP5imC/DzQit4QfDiLK7vncE%22	http://safe-woodland-91444.herokuapp.com/profile/6103e085a665e00015229f3b	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/6103e085a665e00015229f3b.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:45	15331/15331	U-----	200	untouched ('OK')	text/html	etag:W/%223be3-xHKI0ni2BSctZg93b5jCXQXLDos%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/6103e1a1a665e00015229fb5	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/6103e1a1a665e00015229fb5.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:46	5046/5046	U-----	200	untouched ('OK')	text/html	etag:W/%2213b6-gdyfztZbTdoSpucHvZtbsgJaR/E%22	http://safe-woodland-91444.herokuapp.com/profile/6103f601a665e0001522a0b3	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/6103f601a665e0001522a0b3.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:46	21363/21363	U-----	200	untouched ('OK')	text/html	etag:W/%225373-+Rj0Nj0vu/PJCE6ToopAHCPpmyk%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/6103f650a665e0001522a0be	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/6103f650a665e0001522a0be.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:46	5057/5057	U-----	200	untouched ('OK')	text/html	etag:W/%2213c1-pS2RxZErPrxCptdHe6Y+joEcw1Y%22	http://safe-woodland-91444.herokuapp.com/profile/62dd89c9f98b7b0015aebc1a	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/62dd89c9f98b7b0015aebc1a.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:47	7681/7681	U-----	200	untouched ('OK')	text/html	etag:W/%221e01-8q4RcvuyxLX9v2Av40HDzZAmohk%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/62dd8a2ff98b7b0015aebc22	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/62dd8a2ff98b7b0015aebc22.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:47	474/474	U-----	200	untouched ('')	application/javascript	etag:W/%221da-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/javascripts/validateForm.js	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/javascripts/validateForm.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:48	257/257	U-----	200	untouched ('')	application/javascript	etag:W/%22101-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/javascripts/indexjs.js	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/javascripts/indexjs.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:48	2/2	U-----	200	untouched ('')	application/javascript	etag:W/%222-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/javascripts/voteColor.js	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/javascripts/voteColor.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:14:48	440/440	U-----	200	untouched ('')	application/javascript	etag:W/%221b8-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/javascripts/validatePhotoes.js	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/javascripts/validatePhotoes.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:15:26	78743/78743	U-----	200	untouched ('')	application/javascript	etag:W/%2213397-kBFpUnUH/55mLPZNjjYfNZMIlw0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Ask%20Here/cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.bundle.min.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:15:28	7162/7162	U-----	200	untouched ('')	application/javascript	etag:W/%221bfa-KbZQDHGhlS7VwOecUrL11szRLJg%22	https://cdn.jsdelivr.net/npm/darkmode-js@1.5.7/lib/darkmode-js.min.js	C:/My%20Web%20Sites/Ask%20Here/cdn.jsdelivr.net/npm/darkmode-js@1.5.7/lib/darkmode-js.min.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
22:15:28	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:44:51%20GMT	https://safe-woodland-91444.herokuapp.com/login/google	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/login/google	(from http://safe-woodland-91444.herokuapp.com/login)
22:15:28	139146/139146	U-----	200	untouched ('')	image/jpeg	date:Wed,%2015%20Jun%202022%2009:05:26%20GMT	https://images.pexels.com/photos/356079/pexels-photo-356079.jpeg?auto=compress&cs=tinysrgb&h=750&w=1260	C:/My%20Web%20Sites/Ask%20Here/images.pexels.com/photos/356079/pexels-photo-356079f3e0.jpg	(from http://safe-woodland-91444.herokuapp.com/stylesheets/home.css)
22:15:30	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:45:30%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/60f19e0b8230090015420c73	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/60f19e0b8230090015420c73	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:15:30	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:45:31%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/60f19e0b8230090015420c73	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/60f19e0b8230090015420c73	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:15:31	5291/5291	U-----	200	untouched ('OK')	text/html	etag:W/%2214ab-efdLKcB5y5FXdRe4dGVQpI1TV1Y%22	http://safe-woodland-91444.herokuapp.com/profile/60f19da78230090015420c6a	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/60f19da78230090015420c6a.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:15:32	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:45:32%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/61008aba03f89b0015475e7c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/61008aba03f89b0015475e7c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:15:32	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:45:33%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/61008aba03f89b0015475e7c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/61008aba03f89b0015475e7c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:16:09	85044/85044	U-----	200	untouched ('')	font/woff2	etag:W/%2214c34-IxTU1z3Z7Xqi+dGNReccoEQKwKk%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/fonts/bootstrap-icons.woff2?8bd4575acf83c7696dc7a14a966660a3	C:/My%20Web%20Sites/Ask%20Here/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/fonts/bootstrap-iconse36a.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/bootstrap-icons.css)
22:16:09	113656/113656	U-----	200	untouched ('')	font/woff	etag:W/%221bbf8-iwMfevkU4gI1/+1sa86IUQbrSSw%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/fonts/bootstrap-icons.woff?8bd4575acf83c7696dc7a14a966660a3	C:/My%20Web%20Sites/Ask%20Here/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/fonts/bootstrap-iconse36a.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/bootstrap-icons.css)
22:16:10	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:11%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/60f27b1d79df120015c06eea	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/60f27b1d79df120015c06eea	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:16:10	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:11%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/60f27b1d79df120015c06eea	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/60f27b1d79df120015c06eea	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:16:11	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:11%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/61018501e968f400159650c3	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/61018501e968f400159650c3	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:16:11	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:11%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/61018501e968f400159650c3	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/61018501e968f400159650c3	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
22:16:12	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:12%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0118230090015420cad	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0118230090015420cad	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:12	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:13%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0118230090015420cad	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0118230090015420cad	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:13	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:13%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f19f508230090015420c8c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f19f508230090015420c8c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:13	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:14%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f19f508230090015420c8c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f19f508230090015420c8c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:14	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:14%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f19fc08230090015420c9c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f19fc08230090015420c9c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:14	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:15%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f19fc08230090015420c9c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f19fc08230090015420c9c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:15	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:16%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0958230090015420ccb	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0958230090015420ccb	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:16	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:16%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0958230090015420ccb	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0958230090015420ccb	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:16	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:17%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0f48230090015420cdf	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0f48230090015420cdf	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:17	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:17%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0f48230090015420cdf	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0f48230090015420cdf	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:17	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:18%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a3828230090015420d23	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a3828230090015420d23	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:18	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:19%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a3828230090015420d23	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a3828230090015420d23	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
22:16:18	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:19%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1/upvote/60f1a35e8230090015420d1a	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1/upvote/60f1a35e8230090015420d1a	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1)
22:16:19	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:19%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1/downvote/60f1a35e8230090015420d1a	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1/downvote/60f1a35e8230090015420d1a	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1)
22:16:19	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:20%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d/upvote/60f1a56e8230090015420d48	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d/upvote/60f1a56e8230090015420d48	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d)
22:16:20	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:20%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d/downvote/60f1a56e8230090015420d48	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d/downvote/60f1a56e8230090015420d48	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d)
22:16:20	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2016:46:21%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a5288230090015420d3e/upvote/60f27ae579df120015c06ec5	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a5288230090015420d3e/upvote/60f27ae579df120015c06ec5	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a5288230090015420d3e)
